comment_id,post_id,topic,comment_text,true_label_sim,trigger_hits,subjectivity,relatability_score,predicted_label
C00332,P0102,Social Anxiety,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00333,P0103,Body Image,omg I needed to hear this today,Relatable,1,0.0,1.0,Relatable
C00334,P0103,Body Image,what's the song name,Neutral,0,0.0,0.0,Neutral
C00335,P0103,Body Image,this hit different,Relatable,1,0.6,1.24,Relatable
C00336,P0103,Body Image,cute outfit,Neutral,0,1.0,0.4,Relatable
C00337,P0104,Family Pressure,good lighting,Neutral,0,0.6,0.24,Neutral
C00338,P0104,Family Pressure,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00339,P0105,Loneliness,the way this called me out,Relatable,1,0.0,1.0,Relatable
C00340,P0105,Loneliness,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00341,P0105,Loneliness,I've never related to something more,Relatable,1,0.45,1.18,Relatable
C00342,P0106,Career Burnout,I felt this so deeply,Relatable,1,0.4,1.16,Relatable
C00343,P0106,Career Burnout,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00344,P0106,Career Burnout,what's the song name,Neutral,0,0.0,0.0,Neutral
C00345,P0107,Loneliness,I felt this in my soul,Relatable,2,0.0,2.0,Relatable
C00346,P0107,Loneliness,sending this to my therapist,Relatable,1,0.0,1.0,Relatable
C00347,P0107,Loneliness,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00348,P0107,Loneliness,how did you describe my exact thoughts,Relatable,1,0.25,1.1,Relatable
C00349,P0107,Loneliness,I felt this in my soul,Relatable,2,0.0,2.0,Relatable
C00350,P0107,Loneliness,this is way too real,Relatable,0,0.3,0.12,Neutral
C00351,P0108,Body Image,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00352,P0108,Body Image,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00353,P0109,Financial Stress,omg I needed to hear this today,Relatable,1,0.0,1.0,Relatable
C00354,P0109,Financial Stress,cool content,Neutral,0,0.65,0.26,Neutral
C00355,P0110,Body Image,who told you about my life,Relatable,2,0.0,2.0,Relatable
C00356,P0110,Body Image,this is way too real,Relatable,0,0.3,0.12,Neutral
C00357,P0111,Social Anxiety,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00358,P0111,Social Anxiety,good editing,Neutral,0,0.6,0.24,Neutral
C00359,P0111,Social Anxiety,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00360,P0112,Social Anxiety,who told you about my life,Relatable,2,0.0,2.0,Relatable
C00361,P0112,Social Anxiety,I felt this in my soul,Relatable,2,0.0,2.0,Relatable
C00362,P0112,Social Anxiety,the way this called me out,Relatable,1,0.0,1.0,Relatable
C00363,P0112,Social Anxiety,no because this is so accurate it hurts,Relatable,2,0.633,2.253,Relatable
C00364,P0113,Family Pressure,interesting,Neutral,0,0.5,0.2,Neutral
C00365,P0113,Family Pressure,interesting,Neutral,0,0.5,0.2,Neutral
C00366,P0113,Family Pressure,keep it up,Neutral,0,0.0,0.0,Neutral
C00367,P0114,Family Pressure,nice video,Neutral,0,1.0,0.4,Relatable
C00368,P0114,Family Pressure,no because this is so accurate it hurts,Relatable,2,0.633,2.253,Relatable
C00369,P0115,Overthinking,keep it up,Neutral,0,0.0,0.0,Neutral
C00370,P0115,Overthinking,this is literally me,Relatable,1,0.0,1.0,Relatable
C00371,P0115,Overthinking,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00372,P0116,Overthinking,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00373,P0116,Overthinking,sending this to my therapist,Relatable,1,0.0,1.0,Relatable
C00374,P0116,Overthinking,I felt this in my soul,Relatable,2,0.0,2.0,Relatable
C00375,P0117,Family Pressure,the background is nice,Neutral,0,1.0,0.4,Relatable
C00376,P0117,Family Pressure,nice,Neutral,0,1.0,0.4,Relatable
C00377,P0118,Overthinking,cute outfit,Neutral,0,1.0,0.4,Relatable
C00378,P0118,Overthinking,cute outfit,Neutral,0,1.0,0.4,Relatable
C00379,P0118,Overthinking,love your page,Neutral,0,0.6,0.24,Neutral
C00380,P0118,Overthinking,what app did you use for this,Neutral,0,0.0,0.0,Neutral
C00381,P0119,Loneliness,stop reading my mind,Relatable,1,0.0,1.0,Relatable
C00382,P0119,Loneliness,this hit different,Relatable,1,0.6,1.24,Relatable
C00383,P0119,Loneliness,this hit different,Relatable,1,0.6,1.24,Relatable
C00384,P0119,Loneliness,stop reading my mind,Relatable,1,0.0,1.0,Relatable
C00385,P0120,Loneliness,sending this to my therapist,Relatable,1,0.0,1.0,Relatable
C00386,P0120,Loneliness,the background is nice,Neutral,0,1.0,0.4,Relatable
C00387,P0121,Imposter Syndrome,first,Neutral,0,0.333,0.133,Neutral
C00388,P0121,Imposter Syndrome,keep it up,Neutral,0,0.0,0.0,Neutral
C00389,P0121,Imposter Syndrome,nice,Neutral,0,1.0,0.4,Relatable
C00390,P0122,Body Image,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00391,P0122,Body Image,who told you about my life,Relatable,2,0.0,2.0,Relatable
C00392,P0123,Financial Stress,sending this to my therapist,Relatable,1,0.0,1.0,Relatable
C00393,P0123,Financial Stress,following for more,Neutral,0,0.3,0.12,Neutral
C00394,P0123,Financial Stress,I thought I was the only one who felt this way,Relatable,2,1.0,2.4,Relatable
C00395,P0123,Financial Stress,who told you about my life,Relatable,2,0.0,2.0,Relatable
C00396,P0123,Financial Stress,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00397,P0124,Family Pressure,love the music choice,Neutral,0,0.6,0.24,Neutral
C00398,P0124,Family Pressure,great quality,Neutral,0,0.75,0.3,Neutral
C00399,P0124,Family Pressure,more of this please,Neutral,0,0.5,0.2,Neutral
C00400,P0125,Imposter Syndrome,wait why is this so accurate,Relatable,1,0.633,1.253,Relatable
C00401,P0125,Imposter Syndrome,nice,Neutral,0,1.0,0.4,Relatable
C00402,P0125,Imposter Syndrome,who told you about my life,Relatable,2,0.0,2.0,Relatable
C00403,P0125,Imposter Syndrome,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00404,P0126,Financial Stress,great quality,Neutral,0,0.75,0.3,Neutral
C00405,P0126,Financial Stress,interesting,Neutral,0,0.5,0.2,Neutral
C00406,P0127,Friendship Fallouts,stop reading my mind,Relatable,1,0.0,1.0,Relatable
C00407,P0127,Friendship Fallouts,cute outfit,Neutral,0,1.0,0.4,Relatable
C00408,P0127,Friendship Fallouts,love your page,Neutral,0,0.6,0.24,Neutral
C00409,P0128,Loneliness,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00410,P0128,Loneliness,wait why is this so accurate,Relatable,1,0.633,1.253,Relatable
C00411,P0128,Loneliness,omg I needed to hear this today,Relatable,1,0.0,1.0,Relatable
C00412,P0129,Imposter Syndrome,clean transitions,Neutral,0,0.7,0.28,Neutral
C00413,P0129,Imposter Syndrome,interesting,Neutral,0,0.5,0.2,Neutral
C00414,P0129,Imposter Syndrome,what app did you use for this,Neutral,0,0.0,0.0,Neutral
C00415,P0129,Imposter Syndrome,I relate to this on a spiritual level,Relatable,2,0.133,2.053,Relatable
C00416,P0130,Loneliness,I relate to this on a spiritual level,Relatable,2,0.133,2.053,Relatable
C00417,P0130,Loneliness,who told you about my life,Relatable,2,0.0,2.0,Relatable
C00418,P0130,Loneliness,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00419,P0130,Loneliness,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00420,P0131,Friendship Fallouts,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00421,P0131,Friendship Fallouts,nice video,Neutral,0,1.0,0.4,Relatable
C00422,P0131,Friendship Fallouts,love the music choice,Neutral,0,0.6,0.24,Neutral
C00423,P0131,Friendship Fallouts,keep it up,Neutral,0,0.0,0.0,Neutral
C00424,P0132,Imposter Syndrome,nice video,Neutral,0,1.0,0.4,Relatable
C00425,P0132,Imposter Syndrome,great quality,Neutral,0,0.75,0.3,Neutral
C00426,P0132,Imposter Syndrome,keep it up,Neutral,0,0.0,0.0,Neutral
C00427,P0132,Imposter Syndrome,cool content,Neutral,0,0.65,0.26,Neutral
C00428,P0133,Dating,clean transitions,Neutral,0,0.7,0.28,Neutral
C00429,P0133,Dating,interesting,Neutral,0,0.5,0.2,Neutral
C00430,P0133,Dating,more of this please,Neutral,0,0.5,0.2,Neutral
C00431,P0133,Dating,this explains so much about me,Relatable,1,0.2,1.08,Relatable
C00432,P0133,Dating,stop reading my mind,Relatable,1,0.0,1.0,Relatable
C00433,P0134,Career Burnout,this is way too real,Relatable,0,0.3,0.12,Neutral
C00434,P0134,Career Burnout,how did you describe my exact thoughts,Relatable,1,0.25,1.1,Relatable
C00435,P0134,Career Burnout,the background is nice,Neutral,0,1.0,0.4,Relatable
C00436,P0135,Overthinking,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00437,P0135,Overthinking,cool content,Neutral,0,0.65,0.26,Neutral
C00438,P0135,Overthinking,clean transitions,Neutral,0,0.7,0.28,Neutral
C00439,P0135,Overthinking,this is way too real,Relatable,0,0.3,0.12,Neutral
C00440,P0135,Overthinking,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00441,P0135,Overthinking,this is way too real,Relatable,0,0.3,0.12,Neutral
C00442,P0136,Family Pressure,good lighting,Neutral,0,0.6,0.24,Neutral
C00443,P0137,Friendship Fallouts,great quality,Neutral,0,0.75,0.3,Neutral
C00444,P0137,Friendship Fallouts,nice,Neutral,0,1.0,0.4,Relatable
C00445,P0137,Friendship Fallouts,great quality,Neutral,0,0.75,0.3,Neutral
C00446,P0137,Friendship Fallouts,following for more,Neutral,0,0.3,0.12,Neutral
C00447,P0138,Friendship Fallouts,nice,Neutral,0,1.0,0.4,Relatable
C00448,P0138,Friendship Fallouts,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00449,P0139,Social Anxiety,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00450,P0139,Social Anxiety,great quality,Neutral,0,0.75,0.3,Neutral
C00451,P0139,Social Anxiety,no because this is so accurate it hurts,Relatable,2,0.633,2.253,Relatable
C00452,P0139,Social Anxiety,sending this to my therapist,Relatable,1,0.0,1.0,Relatable
C00453,P0140,Financial Stress,what app did you use for this,Neutral,0,0.0,0.0,Neutral
C00454,P0140,Financial Stress,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00455,P0140,Financial Stress,good editing,Neutral,0,0.6,0.24,Neutral
C00456,P0140,Financial Stress,what's the song name,Neutral,0,0.0,0.0,Neutral
C00457,P0140,Financial Stress,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00458,P0141,Dating,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00459,P0142,Overthinking,great quality,Neutral,0,0.75,0.3,Neutral
C00460,P0142,Overthinking,I relate to this on a spiritual level,Relatable,2,0.133,2.053,Relatable
C00461,P0142,Overthinking,following for more,Neutral,0,0.3,0.12,Neutral
C00462,P0142,Overthinking,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00463,P0143,Body Image,cool content,Neutral,0,0.65,0.26,Neutral
C00464,P0143,Body Image,this is way too real,Relatable,0,0.3,0.12,Neutral
C00465,P0143,Body Image,love the music choice,Neutral,0,0.6,0.24,Neutral
C00466,P0144,Loneliness,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00467,P0144,Loneliness,first,Neutral,0,0.333,0.133,Neutral
C00468,P0144,Loneliness,I felt this so deeply,Relatable,1,0.4,1.16,Relatable
C00469,P0145,Body Image,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00470,P0145,Body Image,wait why is this so accurate,Relatable,1,0.633,1.253,Relatable
C00471,P0145,Body Image,good editing,Neutral,0,0.6,0.24,Neutral
C00472,P0146,Family Pressure,cool content,Neutral,0,0.65,0.26,Neutral
C00473,P0146,Family Pressure,first,Neutral,0,0.333,0.133,Neutral
C00474,P0146,Family Pressure,first,Neutral,0,0.333,0.133,Neutral
C00475,P0146,Family Pressure,cool content,Neutral,0,0.65,0.26,Neutral
C00476,P0146,Family Pressure,more of this please,Neutral,0,0.5,0.2,Neutral
C00477,P0146,Family Pressure,first,Neutral,0,0.333,0.133,Neutral
C00478,P0147,Family Pressure,nice video,Neutral,0,1.0,0.4,Relatable
C00479,P0147,Family Pressure,interesting,Neutral,0,0.5,0.2,Neutral
C00480,P0147,Family Pressure,this is way too real,Relatable,0,0.3,0.12,Neutral
C00481,P0147,Family Pressure,good lighting,Neutral,0,0.6,0.24,Neutral
C00482,P0148,Loneliness,omg I needed to hear this today,Relatable,1,0.0,1.0,Relatable
C00483,P0148,Loneliness,what's the song name,Neutral,0,0.0,0.0,Neutral
C00484,P0148,Loneliness,stop reading my mind,Relatable,1,0.0,1.0,Relatable
C00485,P0148,Loneliness,this hit different,Relatable,1,0.6,1.24,Relatable
C00486,P0148,Loneliness,the way this called me out,Relatable,1,0.0,1.0,Relatable
C00487,P0149,Family Pressure,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00488,P0149,Family Pressure,nice,Neutral,0,1.0,0.4,Relatable
C00489,P0150,Family Pressure,more of this please,Neutral,0,0.5,0.2,Neutral
C00490,P0151,Friendship Fallouts,good editing,Neutral,0,0.6,0.24,Neutral
C00491,P0151,Friendship Fallouts,love the music choice,Neutral,0,0.6,0.24,Neutral
C00492,P0151,Friendship Fallouts,what app did you use for this,Neutral,0,0.0,0.0,Neutral
C00493,P0151,Friendship Fallouts,following for more,Neutral,0,0.3,0.12,Neutral
C00494,P0151,Friendship Fallouts,sending this to my therapist,Relatable,1,0.0,1.0,Relatable
C00495,P0152,Dating,great quality,Neutral,0,0.75,0.3,Neutral
C00496,P0152,Dating,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00497,P0152,Dating,keep it up,Neutral,0,0.0,0.0,Neutral
C00498,P0153,Body Image,I thought I was the only one who felt this way,Relatable,2,1.0,2.4,Relatable
C00499,P0153,Body Image,cool content,Neutral,0,0.65,0.26,Neutral
C00500,P0154,Loneliness,the way this called me out,Relatable,1,0.0,1.0,Relatable
C00501,P0154,Loneliness,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00502,P0155,Overthinking,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00503,P0155,Overthinking,this explains so much about me,Relatable,1,0.2,1.08,Relatable
C00504,P0155,Overthinking,omg I needed to hear this today,Relatable,1,0.0,1.0,Relatable
C00505,P0155,Overthinking,this hit different,Relatable,1,0.6,1.24,Relatable
C00506,P0156,Social Anxiety,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00507,P0156,Social Anxiety,good lighting,Neutral,0,0.6,0.24,Neutral
C00508,P0156,Social Anxiety,nice,Neutral,0,1.0,0.4,Relatable
C00509,P0156,Social Anxiety,interesting,Neutral,0,0.5,0.2,Neutral
C00510,P0156,Social Anxiety,good editing,Neutral,0,0.6,0.24,Neutral
C00511,P0156,Social Anxiety,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00512,P0157,Overthinking,no because this is so accurate it hurts,Relatable,2,0.633,2.253,Relatable
C00513,P0157,Overthinking,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00514,P0157,Overthinking,nice,Neutral,0,1.0,0.4,Relatable
C00515,P0157,Overthinking,what app did you use for this,Neutral,0,0.0,0.0,Neutral
C00516,P0158,Imposter Syndrome,same energy honestly,Relatable,1,0.512,1.205,Relatable
C00517,P0158,Imposter Syndrome,nice,Neutral,0,1.0,0.4,Relatable
C00518,P0159,Dating,clean transitions,Neutral,0,0.7,0.28,Neutral
C00519,P0159,Dating,cool content,Neutral,0,0.65,0.26,Neutral
C00520,P0159,Dating,clean transitions,Neutral,0,0.7,0.28,Neutral
C00521,P0159,Dating,keep it up,Neutral,0,0.0,0.0,Neutral
C00522,P0159,Dating,this hit different,Relatable,1,0.6,1.24,Relatable
C00523,P0160,Financial Stress,more of this please,Neutral,0,0.5,0.2,Neutral
C00524,P0160,Financial Stress,nice video,Neutral,0,1.0,0.4,Relatable
C00525,P0160,Financial Stress,keep it up,Neutral,0,0.0,0.0,Neutral
C00526,P0160,Financial Stress,how did you describe my exact thoughts,Relatable,1,0.25,1.1,Relatable
C00527,P0161,Imposter Syndrome,good lighting,Neutral,0,0.6,0.24,Neutral
C00528,P0161,Imposter Syndrome,good editing,Neutral,0,0.6,0.24,Neutral
C00529,P0161,Imposter Syndrome,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00530,P0161,Imposter Syndrome,how did you describe my exact thoughts,Relatable,1,0.25,1.1,Relatable
C00531,P0162,Dating,the background is nice,Neutral,0,1.0,0.4,Relatable
C00532,P0162,Dating,sending this to my therapist,Relatable,1,0.0,1.0,Relatable
C00533,P0162,Dating,more of this please,Neutral,0,0.5,0.2,Neutral
C00534,P0163,Loneliness,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00535,P0163,Loneliness,I thought I was the only one who felt this way,Relatable,2,1.0,2.4,Relatable
C00536,P0163,Loneliness,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00537,P0163,Loneliness,omg I needed to hear this today,Relatable,1,0.0,1.0,Relatable
C00538,P0163,Loneliness,this explains so much about me,Relatable,1,0.2,1.08,Relatable
C00539,P0164,Family Pressure,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00540,P0164,Family Pressure,good lighting,Neutral,0,0.6,0.24,Neutral
C00541,P0165,Family Pressure,following for more,Neutral,0,0.3,0.12,Neutral
C00542,P0165,Family Pressure,love your page,Neutral,0,0.6,0.24,Neutral
C00543,P0166,Imposter Syndrome,stop reading my mind,Relatable,1,0.0,1.0,Relatable
C00544,P0166,Imposter Syndrome,how did you describe my exact thoughts,Relatable,1,0.25,1.1,Relatable
C00545,P0166,Imposter Syndrome,nice video,Neutral,0,1.0,0.4,Relatable
C00546,P0167,Body Image,stop reading my mind,Relatable,1,0.0,1.0,Relatable
C00547,P0167,Body Image,this hit different,Relatable,1,0.6,1.24,Relatable
C00548,P0167,Body Image,wait why is this so accurate,Relatable,1,0.633,1.253,Relatable
C00549,P0168,Dating,more of this please,Neutral,0,0.5,0.2,Neutral
C00550,P0168,Dating,good lighting,Neutral,0,0.6,0.24,Neutral
C00551,P0169,Body Image,cool content,Neutral,0,0.65,0.26,Neutral
C00552,P0169,Body Image,who told you about my life,Relatable,2,0.0,2.0,Relatable
C00553,P0169,Body Image,no because this is so accurate it hurts,Relatable,2,0.633,2.253,Relatable
C00554,P0170,Family Pressure,cute outfit,Neutral,0,1.0,0.4,Relatable
C00555,P0170,Family Pressure,what app did you use for this,Neutral,0,0.0,0.0,Neutral
C00556,P0171,Overthinking,who told you about my life,Relatable,2,0.0,2.0,Relatable
C00557,P0171,Overthinking,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00558,P0171,Overthinking,first,Neutral,0,0.333,0.133,Neutral
C00559,P0172,Financial Stress,cool content,Neutral,0,0.65,0.26,Neutral
C00560,P0172,Financial Stress,more of this please,Neutral,0,0.5,0.2,Neutral
C00561,P0172,Financial Stress,cute outfit,Neutral,0,1.0,0.4,Relatable
C00562,P0172,Financial Stress,the background is nice,Neutral,0,1.0,0.4,Relatable
C00563,P0172,Financial Stress,sending this to my therapist,Relatable,1,0.0,1.0,Relatable
C00564,P0173,Overthinking,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00565,P0173,Overthinking,this explains so much about me,Relatable,1,0.2,1.08,Relatable
C00566,P0173,Overthinking,omg I needed to hear this today,Relatable,1,0.0,1.0,Relatable
C00567,P0174,Imposter Syndrome,good lighting,Neutral,0,0.6,0.24,Neutral
C00568,P0174,Imposter Syndrome,how did you describe my exact thoughts,Relatable,1,0.25,1.1,Relatable
C00569,P0174,Imposter Syndrome,what app did you use for this,Neutral,0,0.0,0.0,Neutral
C00570,P0174,Imposter Syndrome,crying at 2am reading this,Relatable,1,0.6,1.24,Relatable
C00571,P0174,Imposter Syndrome,I felt this in my soul,Relatable,2,0.0,2.0,Relatable
C00572,P0175,Financial Stress,good editing,Neutral,0,0.6,0.24,Neutral
C00573,P0175,Financial Stress,nice,Neutral,0,1.0,0.4,Relatable
C00574,P0175,Financial Stress,sending this to my therapist,Relatable,1,0.0,1.0,Relatable
C00575,P0175,Financial Stress,interesting,Neutral,0,0.5,0.2,Neutral
C00576,P0175,Financial Stress,I felt this in my soul,Relatable,2,0.0,2.0,Relatable
C00577,P0176,Loneliness,no because this is so accurate it hurts,Relatable,2,0.633,2.253,Relatable
C00578,P0176,Loneliness,this is exactly what I go through,Relatable,1,0.25,1.1,Relatable
C00579,P0176,Loneliness,I've never related to something more,Relatable,1,0.45,1.18,Relatable
C00580,P0177,Loneliness,this is literally me,Relatable,1,0.0,1.0,Relatable
C00581,P0177,Loneliness,I've never related to something more,Relatable,1,0.45,1.18,Relatable
C00582,P0177,Loneliness,love the music choice,Neutral,0,0.6,0.24,Neutral
C00583,P0177,Loneliness,I felt this so deeply,Relatable,1,0.4,1.16,Relatable
C00584,P0178,Friendship Fallouts,nice,Neutral,0,1.0,0.4,Relatable
C00585,P0178,Friendship Fallouts,following for more,Neutral,0,0.3,0.12,Neutral
C00586,P0178,Friendship Fallouts,what camera do you use,Neutral,0,0.0,0.0,Neutral
C00587,P0179,Friendship Fallouts,love your page,Neutral,0,0.6,0.24,Neutral
C00588,P0179,Friendship Fallouts,love your page,Neutral,0,0.6,0.24,Neutral
C00589,P0179,Friendship Fallouts,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00590,P0179,Friendship Fallouts,posted at a good time,Neutral,0,0.6,0.24,Neutral
C00591,P0179,Friendship Fallouts,cute outfit,Neutral,0,1.0,0.4,Relatable
C00592,P0180,Career Burnout,how did you describe my exact thoughts,Relatable,1,0.25,1.1,Relatable
C00593,P0180,Career Burnout,this explains so much about me,Relatable,1,0.2,1.08,Relatable
C00594,P0180,Career Burnout,nice video,Neutral,0,1.0,0.4,Relatable
